PIckUpDateTime,Longitude,Latitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 21:00:00+00,-1.508327,53.390985,42,1,1,1,2,5,1,1,2,1
2020-04-29 23:00:00+00,-1.471275,53.375704,31,1,5,1,2,5,1,1,2,1
2020-04-29 09:00:00+00,-1.480127,53.409798,77,1,5,2,1,5,1,1,2,1
2020-04-29 09:00:00+00,-1.479175,53.376228,60,1,1,2,2,5,1,1,1,1
2020-04-29 09:00:00+00,-1.479467,53.407058,36,1,2,2,1,5,1,1,2,1
2020-04-29 10:00:00+00,-1.480282,53.431668,41,1,4,2,1,5,1,1,1,1
2020-04-29 10:00:00+00,-1.474856,53.419229,46,1,4,2,1,5,1,1,2,1
2020-04-29 11:00:00+00,-1.479851,53.430628,51,1,1,2,1,5,1,1,2,1
2020-04-29 12:00:00+00,-1.475001,53.383439,31,1,5,2,2,5,1,1,2,1
2020-04-29 16:00:00+00,-1.480071,53.413578,36,1,1,2,1,5,1,1,2,1
2020-04-29 17:00:00+00,-1.480983,53.400548,84,1,4,2,2,5,1,1,2,1
2020-04-29 17:00:00+00,-1.475057,53.433659,65,1,2,2,1,5,1,1,1,1
2020-04-29 15:00:00+00,-1.480815,53.410908,63,1,5,3,2,5,1,1,2,1
2020-04-29 15:00:00+00,-1.480472,53.515488,37,1,4,3,2,5,1,1,2,1
2020-04-29 15:00:00+00,-1.475656,53.414659,34,1,2,3,1,5,1,1,2,1
2020-04-29 00:00:00+00,-1.475309,53.408049,40,1,4,1,2,6,1,2,2,1
2020-04-29 01:00:00+00,-1.479987,53.406818,16,1,3,1,2,6,1,2,1,1
2020-04-29 01:00:00+00,-1.442514,53.388766,83,1,5,1,2,6,1,1,1,1
2020-04-29 02:00:00+00,-1.474922,53.400289,57,1,5,1,2,6,1,1,2,1
2020-04-29 02:00:00+00,-1.496884,53.390425,58,1,4,1,1,6,1,2,1,1
2020-04-29 03:00:00+00,-1.479143,53.414708,65,1,5,1,1,6,1,1,2,1
2020-04-29 03:00:00+00,-1.479477,53.414218,38,1,1,1,1,6,1,1,1,1
2020-04-29 03:00:00+00,-1.441808,53.372484,16,1,5,1,1,6,1,1,1,1
2020-04-29 03:00:00+00,-1.46272,53.383725,74,1,1,1,1,6,1,1,2,1
2020-04-29 04:00:00+00,-1.474925,53.404139,76,1,2,1,2,6,1,1,1,1
2020-04-29 05:00:00+00,-1.50362,53.37895,40,1,4,1,2,6,1,1,1,1
2020-04-29 05:00:00+00,-1.45199,53.372528,82,1,3,1,1,6,1,1,1,1
2020-04-29 06:00:00+00,-1.479477,53.414218,62,1,3,1,2,6,1,1,2,1
2020-04-29 06:00:00+00,-1.459578,53.386546,79,1,3,1,2,6,1,2,1,1
2020-04-29 06:00:00+00,-1.446983,53.376697,22,1,1,1,2,6,1,1,2,1
2020-04-29 07:00:00+00,-1.475328,53.419859,33,1,5,1,2,6,1,1,1,1
2020-04-29 07:00:00+00,-1.464361,53.387486,78,1,3,1,2,6,1,1,2,1
2020-04-29 08:00:00+00,-1.479333,53.509368,75,1,3,1,1,6,1,1,1,1
2020-04-29 09:00:00+00,-1.512485,53.387933,44,1,4,1,1,6,1,1,2,2
2020-04-29 09:00:00+00,-1.480463,53.468768,40,1,3,1,1,6,1,2,2,1
2020-04-29 09:00:00+00,-1.47981,53.512408,36,1,5,1,2,6,1,1,2,1
2020-04-29 09:00:00+00,-1.480199,53.473508,27,1,1,1,2,6,1,1,2,1
2020-04-29 10:00:00+00,-1.479713,53.451818,57,1,2,1,2,6,1,1,2,1
2020-04-29 11:00:00+00,-1.472206,53.374981,45,1,4,1,1,6,1,1,2,1
2020-04-29 11:00:00+00,-1.500233,53.38332,77,1,4,1,1,6,1,1,2,1
2020-04-29 12:00:00+00,-1.480059,53.452128,30,1,1,1,2,6,1,1,1,1
2020-04-29 12:00:00+00,-1.480851,53.407578,22,1,2,1,2,6,1,1,1,1
2020-04-29 12:00:00+00,-1.480715,53.431068,24,1,2,1,1,6,1,1,2,1
2020-04-29 13:00:00+00,-1.483206,53.388638,18,1,4,1,2,6,1,2,1,1
2020-04-29 13:00:00+00,-1.480447,53.508708,17,1,1,1,1,6,1,1,1,2
2020-04-29 14:00:00+00,-1.457798,53.372578,43,1,3,1,2,6,1,1,2,1
2020-04-29 15:00:00+00,-1.451007,53.376592,46,1,4,1,2,6,1,1,1,1
2020-04-29 15:00:00+00,-1.504321,53.379169,40,1,1,1,2,6,1,1,1,1
2020-04-29 16:00:00+00,-1.479924,53.501168,62,1,1,1,2,6,1,1,2,2
2020-04-29 16:00:00+00,-1.479939,53.400478,30,1,2,1,2,6,1,1,1,1
2020-04-29 16:00:00+00,-1.479654,53.420658,18,1,5,1,1,6,1,1,1,1
2020-04-29 17:00:00+00,-1.479164,53.477638,25,1,3,1,2,6,1,2,2,1
2020-04-29 17:00:00+00,-1.480737,53.414538,76,1,1,1,2,6,1,2,1,1
2020-04-29 18:00:00+00,-1.479126,53.499578,85,1,5,1,2,6,1,2,1,2
2020-04-29 18:00:00+00,-1.479308,53.517928,19,1,3,1,2,6,1,1,1,1
2020-04-29 19:00:00+00,-1.462044,53.375737,65,1,1,1,2,6,1,1,2,1
2020-04-29 19:00:00+00,-1.439173,53.375337,50,1,3,1,2,6,1,1,1,1
2020-04-29 19:00:00+00,-1.480785,53.462768,32,1,2,1,1,6,1,1,2,2
2020-04-29 20:00:00+00,-1.475877,53.387189,53,1,5,1,2,6,1,1,2,1
2020-04-29 20:00:00+00,-1.510583,53.368896,20,1,4,1,1,6,1,1,1,1
2020-04-29 20:00:00+00,-1.43713,53.384827,24,1,3,1,2,6,1,1,2,1
2020-04-29 22:00:00+00,-1.475241,53.412619,31,1,1,1,1,6,1,1,1,1
2020-04-29 09:00:00+00,-1.480049,53.504838,20,1,2,2,1,6,1,1,1,1
2020-04-29 09:00:00+00,-1.475499,53.400199,39,1,5,2,1,6,1,1,1,1
2020-04-29 10:00:00+00,-1.480858,53.509088,65,1,2,2,2,6,1,1,1,1
2020-04-29 11:00:00+00,-1.47963,53.475638,43,1,4,2,1,6,1,1,1,1
2020-04-29 11:00:00+00,-1.479172,53.499708,18,1,5,2,2,6,1,1,1,1
2020-04-29 13:00:00+00,-1.480792,53.384758,23,1,2,2,2,6,1,1,1,1
2020-04-29 13:00:00+00,-1.480892,53.406698,58,1,3,2,2,6,1,1,1,1
2020-04-29 16:00:00+00,-1.48094,53.420788,25,1,1,2,1,6,1,2,1,1
2020-04-29 16:00:00+00,-1.475084,53.429109,45,1,1,2,1,6,1,1,1,1
2020-04-29 16:00:00+00,-1.475114,53.386769,52,1,5,2,1,6,1,1,1,2
2020-04-29 17:00:00+00,-1.475279,53.437249,63,1,1,2,2,6,1,2,1,1
2020-04-29 11:00:00+00,-1.475197,53.436409,80,1,4,3,2,6,1,1,1,1
2020-04-29 13:00:00+00,-1.475003,53.406999,65,1,1,3,2,6,1,1,1,1
2020-04-29 14:00:00+00,-1.475664,53.438209,54,1,4,3,2,6,1,1,1,1
2020-04-29 15:00:00+00,-1.481012,53.507028,24,1,2,3,2,6,1,1,2,1
2020-04-29 16:00:00+00,-1.475493,53.424859,46,1,3,3,2,6,1,1,1,1
2020-04-29 00:00:00+00,-1.479269,53.385498,70,1,3,1,2,7,1,1,2,1
2020-04-29 01:00:00+00,-1.472967,53.37174,23,1,5,1,1,7,1,1,2,1
2020-04-29 01:00:00+00,-1.462011,53.38475,49,1,1,1,1,7,1,1,1,1
2020-04-29 01:00:00+00,-1.444518,53.371659,63,1,5,1,1,7,1,1,2,2
2020-04-29 01:00:00+00,-1.494402,53.38126,27,1,3,1,1,7,1,1,2,1
2020-04-29 02:00:00+00,-1.479987,53.406818,48,1,3,1,2,7,1,1,1,1
2020-04-29 02:00:00+00,-1.480696,53.382348,32,1,4,1,2,7,1,1,1,1
2020-04-29 02:00:00+00,-1.479148,53.431658,62,1,1,1,1,7,1,1,2,1
2020-04-29 03:00:00+00,-1.446403,53.389391,23,1,5,1,1,7,1,1,2,2
2020-04-29 03:00:00+00,-1.474983,53.382011,21,1,3,1,1,7,1,1,2,1
2020-04-29 04:00:00+00,-1.475721,53.426969,16,1,1,1,2,7,1,1,1,1
2020-04-29 04:00:00+00,-1.48021,53.436258,62,1,2,1,2,7,1,2,2,2
2020-04-29 04:00:00+00,-1.498103,53.375591,29,1,3,1,1,7,1,1,2,2
2020-04-29 04:00:00+00,-1.487138,53.38236,52,1,5,1,1,7,1,1,2,1
2020-04-29 05:00:00+00,-1.479744,53.425358,22,1,2,1,2,7,1,1,1,1
2020-04-29 05:00:00+00,-1.479516,53.459428,83,1,2,1,1,7,1,1,2,1
2020-04-29 05:00:00+00,-1.46923,53.387215,18,1,4,1,1,7,1,1,1,2
2020-04-29 06:00:00+00,-1.464535,53.391376,33,1,5,1,2,7,1,1,1,2
2020-04-29 07:00:00+00,-1.474977,53.413669,37,1,5,1,1,7,1,1,1,1
2020-04-29 07:00:00+00,-1.484772,53.39162,32,1,4,1,2,7,1,1,2,1
2020-04-29 08:00:00+00,-1.502274,53.39043,49,1,3,1,1,7,1,2,1,1
2020-04-29 08:00:00+00,-1.480256,53.466568,54,1,4,1,1,7,1,2,1,1
2020-04-29 08:00:00+00,-1.480539,53.463838,61,1,3,1,2,7,1,1,1,2
2020-04-29 10:00:00+00,-1.479939,53.487068,16,1,4,1,2,7,1,1,1,1
2020-04-29 10:00:00+00,-1.479936,53.452178,50,1,1,1,2,7,1,1,2,1
2020-04-29 10:00:00+00,-1.480417,53.460898,22,1,5,1,2,7,1,1,2,1
2020-04-29 11:00:00+00,-1.480408,53.381947,27,1,1,1,1,7,1,2,2,1
2020-04-29 11:00:00+00,-1.508163,53.380278,31,1,2,1,1,7,1,1,1,1
2020-04-29 12:00:00+00,-1.48039,53.452538,17,1,1,1,2,7,1,1,2,2
2020-04-29 12:00:00+00,-1.479357,53.450788,69,1,4,1,2,7,1,1,2,1
2020-04-29 13:00:00+00,-1.47977,53.449088,18,1,4,1,2,7,1,1,1,1
2020-04-29 13:00:00+00,-1.479222,53.491508,66,1,1,1,1,7,1,1,2,1
2020-04-29 14:00:00+00,-1.491367,53.380582,64,1,4,1,1,7,1,1,1,1
2020-04-29 14:00:00+00,-1.480771,53.403648,28,1,1,1,1,7,1,1,2,1
2020-04-29 14:00:00+00,-1.480595,53.446748,66,1,5,1,2,7,1,1,1,1
2020-04-29 14:00:00+00,-1.480479,53.489078,57,1,5,1,2,7,1,1,1,1
2020-04-29 15:00:00+00,-1.479849,53.381138,34,1,3,1,1,7,1,1,2,1
2020-04-29 17:00:00+00,-1.480266,53.370898,37,1,4,1,1,7,1,1,2,1
2020-04-29 18:00:00+00,-1.466083,53.390188,30,1,2,1,1,7,1,1,1,1
2020-04-29 18:00:00+00,-1.48005,53.411958,16,1,4,1,2,7,1,1,1,1
2020-04-29 19:00:00+00,-1.49351,53.383523,49,1,5,1,2,7,1,1,2,1
2020-04-29 19:00:00+00,-1.479466,53.519338,47,1,3,1,1,7,1,1,1,1
2020-04-29 20:00:00+00,-1.474822,53.408029,59,1,4,1,1,7,1,1,1,2
2020-04-29 20:00:00+00,-1.479148,53.431658,78,1,2,1,2,7,1,1,1,1
2020-04-29 20:00:00+00,-1.46222,53.369127,32,1,1,1,2,7,1,1,1,1
2020-04-29 21:00:00+00,-1.47559,53.385439,43,1,3,1,2,7,1,1,2,1
2020-04-29 21:00:00+00,-1.452941,53.38499,62,1,3,1,1,7,1,1,1,1
2020-04-29 21:00:00+00,-1.452178,53.382054,58,1,2,1,2,7,1,1,2,1
2020-04-29 22:00:00+00,-1.481027,53.506518,52,1,1,1,2,7,1,1,2,1
2020-04-29 22:00:00+00,-1.479965,53.392248,63,1,4,1,2,7,1,1,2,1
2020-04-29 22:00:00+00,-1.480485,53.393598,49,1,5,1,2,7,1,1,2,1
2020-04-29 22:00:00+00,-1.482451,53.385415,65,1,3,1,2,7,1,1,1,2
2020-04-29 23:00:00+00,-1.479398,53.432678,55,1,5,1,2,7,1,1,2,1
2020-04-29 23:00:00+00,-1.480467,53.391728,79,1,5,1,2,7,1,1,1,1
2020-04-29 23:00:00+00,-1.481893,53.373286,68,1,3,1,2,7,1,1,2,1
2020-04-29 23:00:00+00,-1.46152,53.372859,44,1,5,1,2,7,1,1,2,1
2020-04-29 23:00:00+00,-1.484794,53.37156,61,1,3,1,2,7,1,1,2,1
2020-04-29 23:00:00+00,-1.502717,53.387131,57,1,1,1,1,7,1,1,2,2
2020-04-29 23:00:00+00,-1.457953,53.391543,41,1,2,1,1,7,1,1,1,2
2020-04-29 09:00:00+00,-1.479128,53.497588,80,1,1,2,2,7,1,1,2,1
2020-04-29 10:00:00+00,-1.480676,53.391678,47,1,4,2,1,7,1,1,2,1
2020-04-29 16:00:00+00,-1.480949,53.437788,85,1,2,2,2,7,1,1,2,2
2020-04-29 17:00:00+00,-1.474957,53.389259,32,1,2,2,1,7,1,1,2,1
2020-04-29 13:00:00+00,-1.479122,53.381198,73,1,1,3,2,7,1,1,2,2
2020-04-29 14:00:00+00,-1.475131,53.375299,47,1,5,3,2,7,1,1,2,1
2020-04-29 16:00:00+00,-1.475595,53.422239,42,1,1,3,1,7,1,1,1,1
2020-04-29 00:00:00+00,-1.475781,53.381299,55,1,5,1,2,8,1,1,1,1
2020-04-29 00:00:00+00,-1.480467,53.391728,23,1,4,1,1,8,1,1,2,1
2020-04-29 00:00:00+00,-1.498149,53.375594,27,1,5,1,2,8,1,1,2,1
2020-04-29 01:00:00+00,-1.474931,53.424969,19,1,5,1,1,8,1,1,2,1
2020-04-29 01:00:00+00,-1.47925,53.406158,54,1,4,1,1,8,1,1,2,1
2020-04-29 01:00:00+00,-1.512885,53.370011,47,1,2,1,2,8,1,1,2,1
2020-04-29 02:00:00+00,-1.475613,53.410269,59,1,5,1,1,8,1,1,1,1
2020-04-29 02:00:00+00,-1.439279,53.36989,45,1,1,1,2,8,1,1,1,1
2020-04-29 02:00:00+00,-1.452558,53.384226,59,1,4,1,1,8,1,1,2,1
2020-04-29 03:00:00+00,-1.480302,53.451548,84,1,1,1,2,8,1,1,1,2
2020-04-29 03:00:00+00,-1.468821,53.379529,31,1,4,1,2,8,1,1,2,1
2020-04-29 04:00:00+00,-1.462011,53.38475,82,1,4,1,1,8,1,1,2,1
2020-04-29 04:00:00+00,-1.478703,53.376147,25,1,1,1,2,8,1,1,2,1
2020-04-29 04:00:00+00,-1.49654,53.378297,46,1,4,1,2,8,1,1,2,1
2020-04-29 04:00:00+00,-1.448554,53.382688,77,1,5,1,1,8,1,1,1,1
2020-04-29 07:00:00+00,-1.479747,53.458238,18,1,4,1,1,8,1,1,1,1
2020-04-29 07:00:00+00,-1.514973,53.384243,64,1,2,1,2,8,1,1,1,1
2020-04-29 07:00:00+00,-1.473906,53.372534,52,1,5,1,2,8,1,1,1,1
2020-04-29 07:00:00+00,-1.452178,53.382054,65,1,4,1,1,8,1,1,1,1
2020-04-29 08:00:00+00,-1.471826,53.387934,75,1,1,1,2,8,1,1,2,2
2020-04-29 09:00:00+00,-1.447639,53.391443,58,1,5,1,1,8,1,1,2,1
2020-04-29 09:00:00+00,-1.479387,53.515818,77,1,4,1,1,8,1,1,2,1
2020-04-29 10:00:00+00,-1.480704,53.502928,25,1,3,1,1,8,1,1,2,1
2020-04-29 10:00:00+00,-1.479714,53.381338,58,1,5,1,1,8,1,1,1,1
2020-04-29 11:00:00+00,-1.473857,53.374951,53,1,4,1,1,8,1,1,1,1
2020-04-29 11:00:00+00,-1.449124,53.375127,50,1,3,1,1,8,1,1,2,1
2020-04-29 11:00:00+00,-1.480592,53.398188,20,1,1,1,1,8,1,1,2,1
2020-04-29 12:00:00+00,-1.452077,53.389774,43,1,1,1,1,8,1,2,2,1
2020-04-29 12:00:00+00,-1.479384,53.405668,27,1,3,1,2,8,1,2,1,1
2020-04-29 12:00:00+00,-1.480377,53.399488,39,1,2,1,2,8,1,1,2,1
2020-04-29 13:00:00+00,-1.503575,53.389275,54,1,4,1,2,8,1,1,2,1
2020-04-29 13:00:00+00,-1.487752,53.382581,73,1,3,1,1,8,1,1,2,1
2020-04-29 13:00:00+00,-1.480344,53.455168,47,1,5,1,1,8,1,1,2,1
2020-04-29 13:00:00+00,-1.479733,53.389228,24,1,1,1,2,8,1,1,2,1
2020-04-29 14:00:00+00,-1.480911,53.427088,37,1,1,1,1,8,1,1,2,1
2020-04-29 15:00:00+00,-1.454502,53.367775,35,1,2,1,1,8,1,2,2,1
2020-04-29 16:00:00+00,-1.45902,53.38607,60,1,4,1,2,8,1,1,1,1
2020-04-29 16:00:00+00,-1.452734,53.385389,31,1,5,1,2,8,1,1,2,1
2020-04-29 16:00:00+00,-1.480016,53.401088,52,1,2,1,2,8,1,1,2,1
2020-04-29 17:00:00+00,-1.488054,53.391341,36,1,2,1,1,8,1,1,1,1
2020-04-29 17:00:00+00,-1.480031,53.431758,75,1,5,1,2,8,1,1,1,1
2020-04-29 17:00:00+00,-1.480585,53.498788,59,1,4,1,2,8,1,1,1,1
2020-04-29 17:00:00+00,-1.480932,53.498598,41,1,3,1,2,8,1,1,2,1
2020-04-29 18:00:00+00,-1.47924,53.422438,83,1,4,1,1,8,1,2,1,1
2020-04-29 19:00:00+00,-1.47916,53.417628,49,1,4,1,1,8,1,1,1,1
2020-04-29 19:00:00+00,-1.479095,53.395278,31,1,2,1,2,8,1,1,1,1
2020-04-29 19:00:00+00,-1.480869,53.475578,21,1,5,1,2,8,1,1,1,1
2020-04-29 21:00:00+00,-1.479354,53.459588,57,1,1,1,2,8,1,2,1,1
2020-04-29 21:00:00+00,-1.471155,53.376176,30,1,2,1,1,8,1,1,2,1
2020-04-29 21:00:00+00,-1.461131,53.369183,22,1,2,1,1,8,1,1,2,1
2020-04-29 22:00:00+00,-1.480596,53.405348,59,1,2,1,1,8,1,1,1,1
2020-04-29 09:00:00+00,-1.479964,53.389238,28,1,3,2,1,8,1,1,1,1
2020-04-29 09:00:00+00,-1.479035,53.390038,79,1,1,2,1,8,1,1,2,1
2020-04-29 10:00:00+00,-1.47483,53.379569,44,1,4,2,1,8,1,1,2,1
2020-04-29 15:00:00+00,-1.479183,53.411258,56,1,2,2,2,8,1,1,2,1
2020-04-29 15:00:00+00,-1.475077,53.425659,56,1,2,2,2,8,1,1,1,1
2020-04-29 17:00:00+00,-1.48,53.376798,39,1,5,2,1,8,1,1,2,1
2020-04-29 17:00:00+00,-1.479701,53.423168,40,1,2,2,2,8,1,1,1,1
2020-04-29 17:00:00+00,-1.481023,53.483368,77,1,5,2,1,8,1,1,1,1
2020-04-29 17:00:00+00,-1.47515,53.439319,70,1,5,2,1,8,1,1,2,1
2020-04-29 10:00:00+00,-1.480861,53.377688,53,1,4,3,1,8,1,1,1,2
2020-04-29 12:00:00+00,-1.475559,53.436669,47,1,5,3,1,8,1,1,1,1
2020-04-29 13:00:00+00,-1.47553,53.433049,83,1,3,3,1,8,1,1,1,1
2020-04-29 15:00:00+00,-1.479827,53.390188,57,1,5,3,2,8,1,1,2,1
2020-04-29 15:00:00+00,-1.479719,53.391618,21,1,3,3,1,8,1,1,1,1
2020-04-29 16:00:00+00,-1.474937,53.429069,46,1,5,3,1,8,1,1,1,1
2020-04-29 00:00:00+00,-1.495172,53.391711,34,1,3,1,1,9,1,1,2,1
2020-04-29 01:00:00+00,-1.480746,53.451178,27,1,3,1,2,9,1,1,1,1
2020-04-29 01:00:00+00,-1.51469,53.38404,28,1,3,1,1,9,1,1,1,1
2020-04-29 01:00:00+00,-1.487138,53.38236,43,1,2,1,1,9,1,1,1,1
2020-04-29 02:00:00+00,-1.480847,53.442698,19,1,4,1,2,9,1,1,2,1
2020-04-29 02:00:00+00,-1.47749,53.390988,80,1,1,1,2,9,1,1,1,1
2020-04-29 02:00:00+00,-1.499716,53.38352,57,1,5,1,1,9,1,1,2,1
2020-04-29 03:00:00+00,-1.443252,53.368339,78,1,2,1,2,9,1,1,1,1
2020-04-29 04:00:00+00,-1.445273,53.372659,73,1,2,1,2,9,1,1,2,2
2020-04-29 04:00:00+00,-1.469914,53.373128,63,1,2,1,2,9,1,1,2,2
2020-04-29 05:00:00+00,-1.474931,53.424969,60,1,4,1,1,9,1,1,2,1
2020-04-29 06:00:00+00,-1.439279,53.36989,33,1,5,1,2,9,1,1,1,1
2020-04-29 07:00:00+00,-1.481011,53.450908,27,1,3,1,2,9,1,1,1,1
2020-04-29 07:00:00+00,-1.480696,53.382348,69,1,3,1,2,9,1,2,1,1
2020-04-29 07:00:00+00,-1.512418,53.372942,36,1,2,1,1,9,1,1,1,1
2020-04-29 07:00:00+00,-1.436214,53.388953,31,1,3,1,1,9,1,2,2,1
2020-04-29 08:00:00+00,-1.479952,53.403738,79,1,4,1,1,9,1,1,1,1
2020-04-29 09:00:00+00,-1.483083,53.372136,27,1,3,1,1,9,1,1,2,1
2020-04-29 10:00:00+00,-1.446282,53.382299,27,1,4,1,1,9,1,1,1,1
2020-04-29 10:00:00+00,-1.505216,53.387111,26,1,5,1,2,9,1,1,1,1
2020-04-29 10:00:00+00,-1.480333,53.401398,52,1,5,1,2,9,1,1,2,1
2020-04-29 13:00:00+00,-1.506488,53.383783,63,1,5,1,1,9,1,1,2,1
2020-04-29 13:00:00+00,-1.47926,53.451698,40,1,1,1,1,9,1,1,1,1
2020-04-29 15:00:00+00,-1.504902,53.376854,34,1,1,1,2,9,1,1,1,1
2020-04-29 16:00:00+00,-1.47943,53.439358,36,1,1,1,1,9,1,1,2,1
2020-04-29 16:00:00+00,-1.479259,53.385098,55,1,1,1,2,9,1,2,1,1
2020-04-29 17:00:00+00,-1.480347,53.411118,78,1,2,1,2,9,1,1,2,1
2020-04-29 17:00:00+00,-1.479754,53.403758,44,1,4,1,1,9,1,1,2,1
2020-04-29 18:00:00+00,-1.464659,53.378609,55,1,1,1,2,9,1,1,2,2
2020-04-29 18:00:00+00,-1.480567,53.384638,22,1,5,1,1,9,1,1,2,1
2020-04-29 19:00:00+00,-1.48086,53.500118,54,1,1,1,2,9,1,1,1,1
2020-04-29 19:00:00+00,-1.479902,53.412158,62,1,2,1,1,9,1,1,1,1
2020-04-29 20:00:00+00,-1.475347,53.404919,37,1,4,1,1,9,1,1,2,1
2020-04-29 20:00:00+00,-1.480549,53.432118,52,1,3,1,1,9,1,1,1,1
2020-04-29 20:00:00+00,-1.457346,53.380005,22,1,5,1,1,9,1,2,2,1
2020-04-29 21:00:00+00,-1.480302,53.451548,49,1,4,1,1,9,1,1,1,1
2020-04-29 21:00:00+00,-1.475529,53.371134,62,1,5,1,1,9,1,1,1,1
2020-04-29 21:00:00+00,-1.494402,53.38126,38,1,5,1,2,9,1,1,2,1
2020-04-29 22:00:00+00,-1.475714,53.442369,36,1,1,1,1,9,1,1,2,1
2020-04-29 22:00:00+00,-1.452403,53.388868,41,1,2,1,1,9,1,2,2,1
2020-04-29 22:00:00+00,-1.468821,53.379529,80,1,3,1,2,9,1,1,2,1
2020-04-29 23:00:00+00,-1.481071,53.387425,64,1,1,1,1,9,1,1,1,1
2020-04-29 23:00:00+00,-1.471155,53.376176,65,1,4,1,2,9,1,1,1,1
2020-04-29 12:00:00+00,-1.479804,53.513528,53,1,3,2,1,9,1,1,1,2
2020-04-29 14:00:00+00,-1.479818,53.384388,29,1,5,2,1,9,1,1,1,1
2020-04-29 15:00:00+00,-1.479551,53.451438,30,1,3,2,1,9,1,1,1,1
2020-04-29 15:00:00+00,-1.480869,53.476398,24,1,4,2,2,9,1,1,2,1
2020-04-29 15:00:00+00,-1.475065,53.435849,18,1,4,2,2,9,1,1,1,1
2020-04-29 16:00:00+00,-1.475925,53.386969,32,1,5,2,2,9,1,1,1,1
2020-04-29 10:00:00+00,-1.47946,53.413068,64,1,1,3,1,9,1,1,1,1
2020-04-29 11:00:00+00,-1.475935,53.425289,21,1,4,3,2,9,1,1,2,1
2020-04-29 12:00:00+00,-1.475592,53.419939,73,1,5,3,2,9,1,1,1,1
2020-04-29 15:00:00+00,-1.47481,53.441059,28,1,1,3,2,9,1,1,1,2
2020-04-29 00:00:00+00,-1.487138,53.38236,65,1,1,1,2,10,1,1,1,1
2020-04-29 03:00:00+00,-1.436982,53.380091,25,1,4,1,1,10,1,1,1,1
2020-04-29 03:00:00+00,-1.455004,53.368941,81,1,1,1,2,10,1,1,2,1
2020-04-29 04:00:00+00,-1.473906,53.372534,74,1,2,1,1,10,1,1,2,1
2020-04-29 05:00:00+00,-1.499716,53.38352,56,1,1,1,1,10,1,1,2,1
2020-04-29 06:00:00+00,-1.479744,53.425358,56,1,5,1,2,10,1,1,2,1
2020-04-29 06:00:00+00,-1.479077,53.487138,37,1,5,1,2,10,1,1,1,1
2020-04-29 07:00:00+00,-1.480495,53.486578,48,1,1,1,2,10,1,2,2,1
2020-04-29 07:00:00+00,-1.480746,53.451178,41,1,4,1,2,10,1,2,2,1
2020-04-29 07:00:00+00,-1.434663,53.389785,47,1,5,1,1,10,1,1,1,1
2020-04-29 08:00:00+00,-1.473733,53.371735,40,1,4,1,1,10,1,1,2,1
2020-04-29 08:00:00+00,-1.479105,53.500678,56,1,2,1,1,10,1,1,2,1
2020-04-29 08:00:00+00,-1.480944,53.503298,65,1,2,1,2,10,1,1,2,1
2020-04-29 08:00:00+00,-1.479886,53.472758,26,1,5,1,1,10,1,1,2,2
2020-04-29 08:00:00+00,-1.480994,53.496488,19,1,5,1,2,10,1,1,1,1
2020-04-29 08:00:00+00,-1.479128,53.440678,72,1,3,1,1,10,1,1,1,1
2020-04-29 09:00:00+00,-1.480295,53.463388,71,1,3,1,2,10,1,1,2,2
2020-04-29 09:00:00+00,-1.479905,53.410008,54,1,3,1,2,10,1,1,2,1
2020-04-29 10:00:00+00,-1.481041,53.378538,58,1,4,1,1,10,1,1,1,1
2020-04-29 11:00:00+00,-1.46317,53.37387,56,1,3,1,2,10,1,1,2,1
2020-04-29 11:00:00+00,-1.480221,53.461478,74,1,5,1,1,10,1,1,2,1
2020-04-29 12:00:00+00,-1.465329,53.383753,68,1,1,1,2,10,1,1,1,1
2020-04-29 12:00:00+00,-1.457723,53.37009,56,1,5,1,1,10,1,1,2,1
2020-04-29 13:00:00+00,-1.483625,53.387238,73,1,3,1,2,10,1,1,1,2
2020-04-29 13:00:00+00,-1.480443,53.468168,47,1,2,1,2,10,1,2,2,2
2020-04-29 15:00:00+00,-1.492238,53.368311,62,1,4,1,1,10,1,1,1,1
2020-04-29 15:00:00+00,-1.480286,53.407318,66,1,4,1,1,10,1,1,2,1
2020-04-29 16:00:00+00,-1.512595,53.377126,57,1,5,1,2,10,1,1,1,2
2020-04-29 16:00:00+00,-1.479989,53.420128,40,1,3,1,2,10,1,1,1,2
2020-04-29 16:00:00+00,-1.479872,53.454668,47,1,4,1,1,10,1,1,2,1
2020-04-29 16:00:00+00,-1.480593,53.425078,38,1,4,1,1,10,1,1,1,1
2020-04-29 18:00:00+00,-1.440241,53.392136,25,1,1,1,1,10,1,1,1,1
2020-04-29 20:00:00+00,-1.475357,53.397699,67,1,2,1,2,10,1,1,2,1
2020-04-29 21:00:00+00,-1.474918,53.428699,56,1,4,1,2,10,1,1,1,2
2020-04-29 21:00:00+00,-1.47972,53.467388,16,1,2,1,1,10,1,1,1,2
2020-04-29 21:00:00+00,-1.442514,53.388766,50,1,3,1,1,10,1,2,2,1
2020-04-29 21:00:00+00,-1.484772,53.39162,17,1,1,1,1,10,1,1,2,1
2020-04-29 22:00:00+00,-1.513922,53.383351,70,1,1,1,2,10,1,1,2,1
2020-04-29 11:00:00+00,-1.479506,53.472828,49,1,1,2,2,10,1,1,1,1
